abaspa tuktun.	flor de haba.
Tiyanata tanqasun kuchuman.	Empujemos la silla hacia el rincón.
¡Tantata quqawniykipaq rantimuy!	¡Compra pan para tu fiambre!
Tarpunankupaq paramunan mana paramunanmanta tantiyachkanku.	Están calculando si lloverá o no lloverá para sembrar.
Taparakuhina tutallan puriq.	Solo camina de noche como si fuera mariposa nocturna.
Taqi saratam apamuni.	Traigo rosetas de maíz.
Takiqta uyarispa taqllakunku.	Aplauden después de escuchar la canción.
Masinta wasanpi taqllapayaykun.	A su amigo le palmeó en la espalda.
Chakipa taqrin puriptin nanan.	Cuando camina le duele el callo de los pies.
Taqyata huñunku yanukunankupaq.	Reúnen el estiércol de los camélidos.
Yuraq sarata tarpun.	Siembra maíz blanco.
Hatunñam tarpuyniyku kachkan.	Ya está grande nuestra siembra.
Yarqa aspiypi tarqata waqachinku.	Durante la limpieza de la acequia tocan la flauta de madera.
Tarukapa aychanqa miskikullanmi.	La carne de venado es muy agradable.
Tarwi pikantita Ilamkaqkunapaq yanukunku.	Cocinan picante de chocho para los trabajadores.
Manka tasnuchkan.	El líquido de la olla está rebalsando.
Warmipa tatkinqa uchuyllam.	Los pasos de la mujer son cortos.
Wasiypa punkunqa iskay tatkin sayaynin.	La puerta de mi casa mide dos metros de alto.
Awiluypa tawnanqa Iluqimantam.	El bastón de mi abuelo es de lloque.
Taytanchiktaqa kuyapayanam.	Debemos querer a nuestros padres.
Tikayasqatam chupita qaramuchkan.	Está sirviendo la sopa con grasa congelada.
Mayupa patankuna tikayarqusqa.	Los bordes del río se habían congelado.
Champata tikrasunchik.	Vamos a voltear la grama.
Siranapaq tihraswan awasqata kaptay.	Corta la bayeta con las tijeras para coser.
Yaku timpuchkanñam.	Ya está hirviendo el agua.
Qatqiniraqmi tintinpa mikuyninqa.	El fruto del tumbo es medio agrio.
Uywakunapa punchawninpi tinyawan miskita takinku.	Cantan bien tocando la tinya en el día de los animales.
Pulluykita hapichiy tipanawan.	Asegura con el imperdible tu mantita.
Hunta killapi sarata tipimusun.	En la noche de luna llena despancaremos el maíz.
Yanusqa papapa qaranta tipllay.	Pela la cáscara de la papa cocida.
Musuq tiqtinata rantirqamun.	Ha comprado una sartén nuevo.
Titiwan, ñawpa runakunaqa, umata uchkuspa wichqaqku.	Los hombres antiguos tapaban con plomo los huecos del cráneo.
Achka millwatam tisachkan.	Está escarmenando harta lana.
Qiru tiyanapim samachkan.	Está descansando en el asiento de madera.
Tisi tisim wasiyman yaykurqamun.	La libélula ingresó a mi casa.
Titiwan, ñawpa runakunaqa, umata uchkuspa wichqaqku.	Los hombres antiguos tapaban con plomo los huecos del cráneo.
Qiru tiyanapim samachkan.	Está descansando en el asiento de madera.
Kuchi wañuchinankupaq sunqunta tuksinku.	Para matar al chancho punzan su corazón.
¡Tullpaman yantata winay!.	¡Mete leña al fogón!.
Tuku warakaypim paykuna purichkanku.	Ellos caminan hondeando búhos.
Yuraq warata yanaman tullpuna.	Hay que teñir de negro el pantalón blanco.
Warmiypa tulumpinqa qurillamantam.	Los aretes de mi mujer son de oro.
Runa wañusqa rikurisqanmanta turiyta tumpaykun.	A mi hermano lo culparon por el hombre que apareció muerto.
Tunawqa alaymuska rumimanta rurasqam.	El moledor del batán se hace de la piedra alaymosca.
Uywapa tunqurinqa hatunmi.	La laringe del animal es grande.
Tunquriman mikuy yaykuptinqa hiqipanchikmi.	Si es que entra la comida a la tráquea nos atoramos.
Tuntaqa Ilampuy Ilampuy mikuymi.	La tunta es una comida muy suave.
Wallpa uruta tuspan.	La gallina picotea al gusano.
Wallpa kuchita tuspapayan.	La gallina le picotea frecuentemente al chancho.
Tuqayniymi anchata rimaptiy chakin.	Cuando hablo mucho mi saliva se seca.
Ama tuqaychu.	No escupas.
Tuqurupi yakuta wasiman apay	Lleva agua a la casa en el cilindro.
Chinapa turinqa Limatam illakun.	El hermano de la China viajó a Lima.
Wisllapaqmi turpachkani.	Estoy tallando madera para hacer cucharón.
Kay turuqa kimsa watayuqñam.	Este toro ya tiene tres años.
Utulupa tuspanqa ñawchim.	El pico del gallo es puntiagudo.
Waynuta uyarispa warmikuna tusukuykunku.	Escuchando el huaino las mujeres gozaron bailando.
Sapa Ilaqtapam imayna tusuynin kan.	Cada pueblo tiene bailes diferentes.
Kunan tutaqa manam killa kanchu.	Esta noche no hay luna.
Paranayamuptin tutur wayra rikurimun.	Aparece un remolino de viento cuando está por llover.
Unay unaytam tuytun.	Flota por un tiempo prolongado.
Tuyu wichikaykamuptinqa wayquqa mikuykunatam apakun.	Cuando  llega   la   tormenta la avenida se lleva la sementera.
Yunkapi yachaqkunaqa allintam tuyunku.	Los que viven en la selva reman muy bien.
Runaqa allintam mayupi tuytun.	La gente nada en el río muy bien.
Iskay punchawñam uhusqanqa.	Ya son dos días que está tosiendo.
Misiqa wasi ukupim kachkan.	El gato está dentro de la casa.
Uchpaqa sachapa urunkuna wañuchinapaq allinmi.	La ceniza es buena para matar las enfermedades de las plantas.
Uchu kachipantinta kutay papawan mikunapaq.	Muele el ají juntamente con el queso para comerlos con la papa.
Uchuy warata rantirqamusqanki.	Habías comprado un pantalón pequeño.
Misiqa wasi ukupim kachkan.	El gato está dentro de la casa.
Ukuchatam misi qatikachachkan.	El gato está persiguiendo al ratón.
Ukukuqa ritipipas, sunipipas, yunkapipas yachanmi.	El oso vive en el ártico, en la puna o en la selva.
Saqisqa aychata ullatuqa mikun.	El gallinazo se alimenta de la carne sobrada por los carnívoros.
Wawapa ulluchanmi Ilillirqun.	El pene del bebé se ha escaldado.
Ulluku pikantita yanupuway.	Prepárame picante de olluco.
Umapim rinri, ñawi, simi, uya, sinqa kan.	En la cabeza se encuentran: la nariz, los ojos, la boca, las orejas y la cara.
Llaqtanchik umalliq runaqa allin rimayniyuqmi.	El dirigente de nuestro pueblo es muy elocuente.
Uma muyum hapirquwan.	Me dio mareo.
Qumir qispi umiñata maskachkani.	Estoy buscando una esmeralda.
Umutu allinllamanta hamuchkan.	El enano viene lentamente.
Wakapa uñan pawaykachan.	La cría de la vaca corretea.
Utkumanta rurasqa musuq unkutam rantimusaq.	Compraré una camisa nueva de algodón.
Warmachaqa unquchkanmi.	El niño está enfermo.
Kimsa killatañam unquchkan.	Ya son tres meses que está embarazada.
Ratakuq unquymi hapirqun.	Tiene una enfermedad contagiosa.
Huk upa runam Ilaqtaypi kan.	Hay un hombre tonto en mi pueblo.
Awiluyqa upañan kachkan.	Mi abuelo ya no escucha.
Sapa punchawmi uyanchiktaqa upakuna.	Todos los días debemos lavarnos la cara.
Mana allinta mikuspanmi upichusqa kachkan.	Por no alimentarse bien se encuentra anémico.
Hatun punchawkunapi runakuna upyanku.	La gente liba en los días festivos.
Uqata tarpuna papatahinam.	La oca se siembra igual que la papa.
Uqi uqi uyayuqmi chiripi chayarqamun.	Él llegó con el rostro plomizo en el frío.
Akayta tukuruspaqa allintam uqitita pichakuna.	Después de defecar debe limpiarse bien el ano.
Pukyupi uqulluchakunata riqsimusun.	Vamos a estudiar a los renacuajos en el puquial.
Uqu ruruqa allinmi ñati hampinapaq.	El berro es bueno para curar el hígado.
Kallpayllam uraytaqa rin.	Va hacia abajo corriendo.
Qipiykita uraykachiy samanaykipaq.	Baja tu bulto para que descanses.
Urpiqa Ilampu sunquyuq hawka yachakuqmi.	La paloma es un ave tranquila y bondadoso.
Chunyaq urqukunapim taruka yachan.	El venado vive en los cerros más alejados y desolados.
Urqu allquqa puñuchkan.	El perro macho duerme.
Sara tarpukusqaqa manchanasmi uru rikurimun.	Aparecen muchos gusanos cuando se siembra el maíz.
Urunquyqa achka achka huñunasqam yachan.	La abeja vive en colmenas.
Uña wakata usamanta hampisun.	Curemos a la ternera de la piojera.
Manam wasiman usqu misiqa yaykumunmanchu.	El gato montés no podría entrar a la casa.
Sarata uchkuspa qaytuta ustuchiy.	Ensarta el maíz con el hilo.
Qaytuta ustuchiy yawriman.	Introduce el hilo en la aguja gruesa.
Puñunaykipaq puñunaman ustuy.	Deslízate a la cama para que duermas.
Sipasñam yachachiqpa ususinqa.	Ya está joven la hija del profesor.
Tayta mamay wañuptinmi ususqayta usuni.	Sufro mucho por la muerte de mis padres.
Ñawpa runakunapa pachanqa utkumanta rurasqam karqa.	La ropa de los hombres antiguos estaba confeccionada a base de algodón.
Utqayllaman mikuy yanukunapaq yakuta apamusaq.	Traeré rápido el agua para cocinar la comida.
Puka utuluqa yana wallpata sarurqun.	El gallo rojo ha domado a la gallina negra.
Uturunkuqa manam runataqa mikunchu.	La pantera no come a las personas.
Uwihapa aychanqa manam llumpay miskichu.	La carne de la oveja no es muy agradable.
Machuyasqa uyapa qaran sipuyanñam.	Cuando envejecemos la piel de la cara comienza a arrugarse.
Amahina kaspayki tantaykita quykuway.	Por favor, dame pan.
Wallpa uytuta mikunam.	Se debe comer el buche de la gallina.
Kanchantin uywatam runa suwarqun.	El ratero robó del corral todo el ganado.
Wasinpi wallpakunata kuchikunanta uywan.	Cría gallinas y chanchos en su casa.
Para quchaptin mana mikuy ismunanpaq wachuta ruranku.	Construyen camellones para que no se pudra la comida con el exceso de lluvia.
Warmi qari wawata wachakurqun.	La mujer dio a luz un niño.
Wachiwan purun kuchita hapinku.	Con la flecha cazan chanchos salvajes.
Para quchaptin mana mikuy ismunanpaq wachuta ruranku.	Construyen camellones para que no se pudra la comida con el exceso de lluvia.
Wakapa lichinmanta kachipata ruranku.	De la leche de la vaca hacen quesos.
Waka mayuqa runa rimasqanta yachapayan.	El guacamayo imita lo que el hombre habla.
Siwaratam wakarqusqaku.	Habían esparcido la cebada.
Qayna watakuna achkam wakcha wawa kuna rikurirqa.	Los años anteriores aparecieron muchos niños huérfanos.
Wasinkuta lluqlla aparquptin Ilaqta wakchayarqun.	Debido a la avalancha el pueblo quedó pobre.
Wakrimuchkanmi; luku param chayarqamunqa.	Está tronando el cielo; va a llegar una tormenta.
Yuraqwan yanawan puruyuqmi wallataqa.	La huallata tiene el plumaje de color blanco y negro.
Wallpa aychaqa unquq warmikunapaq allinmi.	La carne de gallina es muy buena para las parturientas.
Uywa sintachina punchaw michiqkunaman wallqata churanku.	El día que se les pone cintas a los animales también se les coloca collares de frutas y comida a los que pastan.
Hatunyasqaqa wallwakupi chukcha wiñamun.	Cuando se llega a  joven crece vello en las axilas.
Anka pawaptin wamanchaqa qatikachan.	Cuando vuela el gavilán le persigue el halcón.
Sasa sasam wanachu pallayqa, chaymi pisqukunalla mikukun.	Es muy difícil coger el wanachu por eso solo se lo comen los pájaros.
Wanakupiqa manam qipita apachuwanchu.	En el guanaco no se puede cargar bultos.
Kay chumpiwan muqunta wankirqusaq.	Voy a envolver su rodilla con esta faja.
Wanquyrupaqmi waytakunata tarpusun.	Vamos a sembrar flores para las abejas.
Pusullu pusulluhinam wanti runapa ispa kunanpi rikurimun.	Las enfermedades venéreas aparecen en forma de úlceras en los genitales de las personas.
Quwi wanuwanqa allintam sara qispin.	Con el abono del cuy se logra buena producción de maíz.
Allquqa unquywan wañun.	El perro murió por la enfermedad.
Wanwaqa tutallanmi mikuyninta maskan.	El zancudo solo de noche busca su comida.
Samasqanchik wayraqa wapsihinam tarikun.	El aire que respiramos es un vaho.
Llaqtaypiqa manam waqana kanchu.	En mi pueblo no existe el pájaro bobo.
Llumpay waqatim kay warmaqa.	Es demasiado llorón este niño.
Waqatiqa manam mikuyllatapas mikuchisunkimanchu.	El tacaño, es posible que no te invite comida.
Wawa wiksa nanaywan waqachkan.	El bebé está llorando por dolor de estómago.
Uwihanchikta waqaychamusun.	Vamos a cuidar a nuestras ovejas.
Tarukapa waqranqa pallqa pallqam wiñan.	Los cuernos de la taruka crecen como ramas.
Turu pukllaypaqmi waqrata waqra pukuq waqachin.	El cornetero toca la trompeta de cuerno en las corridas de toro.
Amam Ilumpay waqtakunaman uywata kachaykunkichu, kuchpakarqamunmanmi.	No lleves a lugares muy inclinados a los animales, podrían rodar.
Warataqa utkumantapas millwamantapas sirankum.	El pantalón se confecciona tanto de algodón como de lana.
Llaqtanchikpi manam waranqa runapas kanchu.	En nuestro pueblo no hay ni mil personas.
Waraquqa manam Ilumpaytachu wiñan.	El huaraco no crece muy alto.
Kuyaysapa kuyaysapam warminqa.	Su mujer es muy cariñosa.
¡Wasapi yantata qipiy!.	¡Carga la leña en la espalda!.
Uchuy Ilaqtakunapi tapyawan wasita ruranku.	Edifican la casa a base de tapia en los pueblos pequeños.
Ayllu huñunakunankupaq wasichachkanku.	Construyen la casa comunal para sus reuniones.
Ichuwan wasichachkanku.	Están techando la casa con paja.
Waskawan liyaspa yantata asnupi qipinku.	Llevan la leña  amarrada con soga en el burro.
Huk watam tiqsi pacha intita muyun.	El planeta tierra da vueltas alrededor del sol en un año.
¿Asnuta watarqusqaku.	Amarraron al burro.
Kuchi watuwan wataspa aysakacha nam kasqanki.	Tú habías nacido para llevarte a todo lugar, siempre amarrado con soga de cuero de chancho.
Achka watuchitam awilukuna yachan ku.	Los abuelos conocen hartas adivinanzas.
Aya ratachikuypi runakuna watuchinku.	En el velorio la gente dice adivinanzas.
Hatun punchawkunapi Ilaqtaypi watyata ruranku.	En los días festivos hacen pachamanca en mi pueblo.
Unquq wawa allinñam kachkan.	El niño enfermo ya se encuentra bien.
Wawqipura yachay wasiman rinku.	Entre hermanos van a la escuela.
Waya warawan churakarqamusqa.	Se había puesto pantalones sueltos.
Mana rapranta kuyuchispallam wayanay pawan.	Las golondrinas vuelan sin aletear.
Wayaqapi qillqa maytuntawan qillqana rapita sapa punchaw yachay wasiman apan.	Todos los días lleva a la escuela su cuaderno y su libro en una bolsa.
Ñawpa runakunaqa waranta wayitamantam siraqku.	Los hombres antiguos cosían sus pantalones de bayeta.
¡Wayllaman haku purikuq!.	¡Vamos al prado a pasear!.
Wayllunkupi warmakuna sumaqtam pukllanku.	Los niños juegan contentos en el columpio.
Wakayqa wayqutam wichiykurqa.	Mi vaca se cayó al barranco.
Hawaspa waytanqa yanawan yuraqmi.	La flor de la haba es blanca y negra.
Allintam mayupi warmakuna waytanku.	Los niños nadan bien en el río.
Waywachaqa kuyayIlapaq uywam.	La ardilla es un animalito muy bonito.
Wichayman riy.	Camina hacia arriba.
¡Punkuta wichqay!.	¡Cierra la puerta!.
Wichuchuypim haytarquwan.	Me pateó en mi tobillo.
Manchanasta wiksan wiñarqun.	Le ha crecido demasiado el estómago.
Wikuñapa millwanqa sinchi chaninyuqmi.	La lana de la vicuña tiene mucho valor.
Lima llaqtapi yachaq runakunaqa wilkachuqawanmi unqunku.	Los que viven en Lima se enferman de conjuntivitis.
Sumaq willakuykunatam awilukuna yachan.	Los abuelos saben cuentos hermosos.
Puriq masinmi mamayta willapaykun.	Su amiga la alerto a mi madre.
Pukllasqanmanta masinkunaman willan.	Avisó a sus amigos de sus juegos.
Mamankaqllañam willkan.	Su nieto es muy parecido a su madre.
Yurisqanmantam willu masiyqa.	Desde su nacimiento mi amigo es manco.
Siwara muhutaqa winarapim tupunchik.	La semilla de la cebada se mide en  volumen.
Kimsa winkutam sapa punchaw wakamanta lichita chawan.	Todos los días ordeña tres litros de leche.
Winti sinqa warmicham chayamun.	Llegó una mujer ñata.
Wiñapumanta miski aqatam ruranku.	Se prepara chicha sabrosa de la jora de maíz.
Wawakuna chaylla wiñanku.	Los niños crecen pronto.
Llaqtaypi ayllukunaqa wiñarichkankuñam.	Las familias de mi pueblo ya progresan.
Wawakuna wiñanku.	Los niños crecen.
Warmiqa Ilañu wiqawniyuq.	La mujer tiene una cintura delgada.
Ima Ilakipas nanaypas rikurimuptin ñawinchikmanta wiqi sutumuyta qallaykun.	Cuando tenemos alguna tristeza o dolor gotean lágrima de nuestros ojos.
Michka saraykita wiqru tukurqusqa.	Los loros acabaron con el maíz de la primera campaña.
Uywapa sunqunpipas chunchullnin pipas achkam wira tarikun.	Se encuentra harta grasa en el corazón y en el intestino de los animales.
Wira qucha Tupaq Amaru wakchakunatam amacharqa.	Túpac Amaru defendió a los pobres.
Puyñumanta yakuta wisin.	Saca agua del porongo.
Wira qucha Tupaq Amaru wakchakunatam amacharqa.	Túpac Amaru defendió a los pobres.
Pukay pukay wirpayuq purinku wakin warmikunaqa.	Algunas mujeres caminan con sus labios muy colorados.
Wiruta pakispa kachunku.	Mastican rompiendo la caña de maíz.
Qullqiytam chisi wischurqusqani.	Anoche perdí mi dinero.
Puyñumanta yakuta wisin.	Saca agua del porongo.
Wiskachapa aychanqa miskikullanmi.	La carne de la vizcacha es muy agradable.
Lamrasmantam wisllata ruranku.	El cucharón de madera lo fabrican del aliso.
Urayman hanayman wayra yaykusqan Iluqsimusqanmanhina wisqaqa kuyun.	El diafragma se contrae hacia arriba y se relaja hacia abajo para que entre y salga el aire (a los pulmones).
Wistu asnuyqa manam puriyta atinchu.	Mi burro cojo no puede caminar.
Llapa sarata witurqusqankichik.	Ustedes cortaron el maizal.
Allintam yachachin yachachiqqa.	Enseña muy bien el profesor.
Karu Ilaqtachakunamantam yachakuqkuna hamunku.	Los alumnos vienen de los pueblitos alejados.
Llapa imatam yachan yachaqqa.	Sabe de todo el sabio.
Yachaysapan wak warmaqa.	Aquel niño conoce mucho.
Qichwa simita allintam yachan.	Conoce bien la lengua quechua.
Sumaq sumaqmi yachay wasiyqa.	Es muy hermosa mi escuela.
Yakutaqa allintam timpuchina upyanapaq.	Debemos hacer hervir bien el agua para beber.
Yakunayay hapisuptikiqa, aqachata upyaykuy.	Si tienes sed, bebe chichita.
Killimsaqa yanam.	El carbón es negro.
Yantaqa allinta rupan.	La leña arde bien.
Mikunankupaq papata yanuchkanku.	Están cocinando papa para que coman todos.
Sapa punchawmi tayta mamanchikta yanapana.	Todos los días debemos ayudar a nuestros padres.
Yanqa hamuni.	Vine en vano.
Iskay tantatawan yapaykun.	Le agregó dos panes más.
Yachasqanchik takiqa kimsa yaraymayuqmi.	La canción que sabemos tiene tres estrofas.
Winkuniraqmi kustal siranapaq yawriqa.	La aguja que sirve para coser los costales es un tanto torcida.
Yachay wasiman yaykuspa yachachiqta suyay.	Entra al salón de clases y espera al profesor.
¡Yarqata aspiy chakraman yaku pusanapaq!.	¡Abre la acequia para llevar agua a la chacra!.
Yarqay punchawkuna chayamuchkanña.	Llegan los días de hambre.
Yawarnin tukurquptin wañurqun.	Murió desangrado.
Tiqtisqa yukaqa miskikullanmi.	Es muy agradable la yuca frita.
Yukrata mama quchamanta hapispanku qatuman apanku.	Luego de atrapar los camarones en el mar llevan al mercado.
Tayta mamay huk qarichatawan yumarqunku.	Mis padres engendraron un varón.
Qari runa wawallaraq kaptinqa manam yumaynin kanraqchu.	Cuando el varón es niño no tiene semen.
